@relation 'albone-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NumericToNominal-R8-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lmerged-R1,2-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Lmerged-R21-27-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Lmerged-R16-21-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Llarge-R3,4,5,6,7-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Llarge-R3,4,5,6,7,12-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Llarge-R3,7-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-C8-Lless-R1-5-unset-class-temporarily-weka.filters.supervised.instance.SMOTE-C2-K5-P1100.0-S1'

@attribute 0.455 numeric
@attribute 0.365 numeric
@attribute 0.095 numeric
@attribute 0.514 numeric
@attribute 0.2245 numeric
@attribute 0.101 numeric
@attribute 0.15 numeric
@attribute 15 {large,less}

@data
0.642339,0.506159,0.187223,1.326025,0.511757,0.305549,0.419566,less
0.636948,0.5091,0.186803,1.33281,0.515277,0.296176,0.446196,less
0.646809,0.507132,0.188149,1.344199,0.513801,0.299705,0.433302,less
0.631774,0.519815,0.197616,1.483085,0.429394,0.323088,0.538275,less
0.640383,0.492973,0.207066,1.420975,0.417878,0.279252,0.518291,less
0.631343,0.527047,0.196293,1.478587,0.427348,0.317804,0.525955,less
0.635933,0.505309,0.197996,1.497068,0.41339,0.297466,0.518106,less
0.637222,0.51161,0.184896,1.48442,0.481504,0.295716,0.543692,less
0.637931,0.499173,0.194355,1.476224,0.423825,0.297,0.522757,less
0.627042,0.48685,0.213322,1.503014,0.486648,0.304681,0.532135,less
0.629468,0.494432,0.208959,1.499584,0.458984,0.288084,0.522042,less
0.630072,0.512409,0.181506,1.494621,0.434601,0.307283,0.53223,less
0.63395,0.495692,0.206628,1.451933,0.417388,0.281811,0.520004,less
0.65146,0.529757,0.19,1.471861,0.490401,0.316795,0.552287,less
0.66791,0.514677,0.178725,1.403763,0.498488,0.32027,0.449431,less
0.662591,0.523319,0.179562,1.405169,0.488264,0.315019,0.457987,less
0.646046,0.525,0.198557,1.382242,0.457408,0.318896,0.469781,less
0.65099,0.521673,0.178443,1.361168,0.486006,0.320325,0.44734,less
0.664853,0.518387,0.198312,1.4015,0.456394,0.325552,0.483803,less
0.661342,0.525,0.178286,1.397324,0.476049,0.319021,0.468067,less
0.672572,0.522648,0.177619,1.40625,0.486344,0.320255,0.454396,less
0.663175,0.525,0.177105,1.37813,0.44687,0.320397,0.469151,less
0.663034,0.524853,0.183103,1.354491,0.514135,0.308592,0.449097,less
0.657669,0.525,0.191781,1.392098,0.467857,0.308542,0.467212,less
0.662652,0.522897,0.178206,1.406864,0.500844,0.319266,0.447699,less
0.538083,0.438475,0.158457,0.948858,0.30603,0.206988,0.346844,less
0.533048,0.443519,0.195,0.98034,0.303478,0.221874,0.34554,less
0.543294,0.429599,0.188775,0.976394,0.283904,0.209884,0.365411,less
0.529347,0.42236,0.178535,0.979086,0.270375,0.208433,0.376943,less
0.529509,0.438048,0.195,0.973478,0.302295,0.224432,0.336447,less
0.5257,0.44133,0.177946,1.003926,0.328667,0.209316,0.351124,less
0.555347,0.438957,0.195,0.97601,0.304799,0.221486,0.340157,less
0.540834,0.437151,0.171178,0.96854,0.303957,0.197041,0.33507,less
0.555469,0.444713,0.19086,0.99358,0.318491,0.212062,0.351697,less
0.526559,0.437401,0.162873,0.954859,0.312465,0.198646,0.340858,less
0.524044,0.434304,0.187902,0.983451,0.293553,0.21333,0.355,less
0.643692,0.519396,0.2,1.375475,0.4426,0.315362,0.478405,less
0.638904,0.520008,0.197586,1.363027,0.464461,0.329671,0.458453,less
0.652231,0.518782,0.2,1.376365,0.442392,0.334465,0.482828,less
0.643732,0.520564,0.2,1.375662,0.440259,0.328117,0.482904,less
0.643894,0.525,0.201911,1.370817,0.455446,0.29563,0.428561,less
0.63633,0.518455,0.184496,1.366026,0.450058,0.310411,0.46904,less
0.647446,0.523714,0.197191,1.363525,0.518331,0.306821,0.455675,less
0.637867,0.521866,0.190238,1.368779,0.469485,0.320773,0.468152,less
0.652572,0.525,0.202422,1.371642,0.468927,0.305617,0.414251,less
0.6697,0.525,0.193454,1.401696,0.480507,0.308536,0.46592,less
0.651696,0.520402,0.2,1.373543,0.442431,0.33326,0.474627,less
0.620116,0.504985,0.164229,1.159379,0.452591,0.285716,0.340914,less
0.625247,0.515001,0.155,1.154169,0.38613,0.24721,0.341691,less
0.633017,0.509951,0.161835,1.172314,0.476055,0.271044,0.340961,less
0.611863,0.489026,0.16338,1.142283,0.419584,0.276424,0.327937,less
0.628124,0.504798,0.157337,1.104062,0.414173,0.262078,0.321659,less
0.626983,0.490787,0.159857,1.11097,0.403437,0.261196,0.325144,less
0.598049,0.5009,0.162825,1.168212,0.415949,0.286961,0.326251,less
0.631897,0.504516,0.157527,1.160147,0.490874,0.277132,0.319874,less
0.624381,0.503221,0.163151,1.15703,0.418994,0.271164,0.347844,less
0.628864,0.511063,0.155,1.153538,0.419428,0.246492,0.334003,less
0.592306,0.504187,0.167671,1.167776,0.41974,0.281958,0.35474,less
0.719151,0.561111,0.208783,1.87287,0.722243,0.447523,0.567124,less
0.69,0.55172,0.201186,1.835938,0.774456,0.468304,0.532311,less
0.694126,0.56105,0.213109,1.842054,0.730551,0.447302,0.524197,less
0.689161,0.545542,0.204394,1.807539,0.764519,0.393508,0.501796,less
0.693544,0.56853,0.223346,1.852662,0.782398,0.439027,0.503633,less
0.681398,0.552949,0.177671,1.798515,0.80742,0.431698,0.495554,less
0.681902,0.554159,0.204142,1.808303,0.797125,0.393843,0.491683,less
0.687941,0.549992,0.185434,1.805913,0.75002,0.42599,0.489676,less
0.719418,0.5591,0.213141,1.845396,0.707761,0.459353,0.566978,less
0.680187,0.554166,0.18131,1.80408,0.812586,0.416324,0.513883,less
0.69445,0.561398,0.213329,1.838286,0.731006,0.470722,0.566501,less
0.670722,0.509566,0.16024,1.411937,0.602796,0.303786,0.4149,less
0.664601,0.531582,0.164654,1.439515,0.610472,0.303878,0.405835,less
0.641291,0.511989,0.173316,1.445448,0.606127,0.312646,0.400846,less
0.642106,0.497599,0.162816,1.469448,0.595535,0.311642,0.382412,less
0.643259,0.52402,0.17442,1.438536,0.613133,0.299736,0.429857,less
0.640315,0.492191,0.163305,1.468384,0.60017,0.308295,0.385126,less
0.66615,0.509716,0.160018,1.414339,0.610442,0.316806,0.399101,less
0.640146,0.491199,0.161051,1.469112,0.595428,0.304583,0.389905,less
0.643402,0.521206,0.168733,1.45081,0.629525,0.32566,0.39697,less
0.644429,0.506592,0.182088,1.456384,0.592494,0.306975,0.39922,less
0.644255,0.524474,0.175149,1.447825,0.619953,0.32769,0.414498,less
0.566611,0.469816,0.132707,0.934592,0.387009,0.18507,0.284114,less
0.581738,0.452971,0.116662,0.910833,0.395597,0.189832,0.29,less
0.569799,0.465626,0.122877,0.924161,0.386287,0.184761,0.270909,less
0.57431,0.463267,0.118428,0.910895,0.391166,0.189993,0.29,less
0.575819,0.466842,0.151488,0.920074,0.392105,0.194255,0.287106,less
0.582782,0.459582,0.117883,0.922815,0.389289,0.188214,0.284296,less
0.58365,0.47252,0.141847,0.91366,0.389789,0.190362,0.289315,less
0.576334,0.454981,0.116996,0.909052,0.390103,0.195355,0.29,less
0.539078,0.42188,0.132909,0.919835,0.386916,0.19567,0.27217,less
0.569383,0.443904,0.119491,0.914166,0.389149,0.199175,0.30197,less
0.576644,0.484987,0.116536,0.908862,0.393646,0.194509,0.29,less
0.52198,0.421671,0.162079,0.780567,0.295159,0.135559,0.281522,less
0.534791,0.425,0.155,0.77479,0.300396,0.146646,0.254002,less
0.522962,0.423333,0.155163,0.748463,0.283815,0.132257,0.261833,less
0.521298,0.397049,0.155005,0.776964,0.291878,0.124762,0.278511,less
0.524586,0.425,0.142988,0.772074,0.295443,0.130045,0.258876,less
0.528781,0.425,0.151969,0.772415,0.295384,0.13621,0.256107,less
0.524841,0.425,0.133992,0.76921,0.294857,0.14421,0.258876,less
0.533259,0.425,0.155,0.773998,0.298481,0.15438,0.253673,less
0.533636,0.425,0.155,0.77633,0.299418,0.133132,0.252399,less
0.527889,0.425,0.155,0.775561,0.297076,0.125453,0.251419,less
0.520487,0.418965,0.169945,0.764057,0.280619,0.134445,0.264389,less
0.5,0.402284,0.149962,0.681645,0.269914,0.142873,0.229852,less
0.499928,0.403201,0.144694,0.681001,0.261948,0.136772,0.249882,less
0.501,0.405233,0.142059,0.643725,0.260142,0.130723,0.224975,less
0.502809,0.409752,0.143138,0.665055,0.247634,0.131097,0.228154,less
0.5,0.382414,0.148854,0.673278,0.265281,0.133817,0.237904,less
0.496867,0.4007,0.141879,0.650584,0.250527,0.130645,0.222273,less
0.501262,0.406008,0.14066,0.654433,0.250514,0.127472,0.244386,less
0.503988,0.409634,0.148628,0.666248,0.25091,0.126493,0.228536,less
0.503284,0.405239,0.147701,0.670296,0.247606,0.12776,0.24359,less
0.493644,0.398075,0.141496,0.674346,0.264125,0.135727,0.249929,less
0.503694,0.408634,0.147861,0.646617,0.25618,0.124311,0.245913,less
0.648408,0.514808,0.179826,1.399354,0.49334,0.269184,0.565661,less
0.685704,0.548824,0.198659,1.434001,0.483227,0.320907,0.542306,less
0.690028,0.532676,0.192897,1.445433,0.489866,0.3223,0.526624,less
0.651413,0.524151,0.183416,1.460468,0.497301,0.277431,0.55048,less
0.667994,0.528774,0.177162,1.414786,0.491021,0.319516,0.563479,less
0.691077,0.552138,0.192614,1.436186,0.488129,0.318349,0.543507,less
0.698418,0.534334,0.193045,1.452538,0.477481,0.318315,0.539314,less
0.642321,0.527484,0.175601,1.385957,0.503844,0.277288,0.569199,less
0.641782,0.518789,0.181999,1.408098,0.500366,0.298036,0.56695,less
0.671924,0.526906,0.188424,1.420142,0.487513,0.32005,0.55293,less
0.654881,0.511925,0.176563,1.421528,0.512562,0.306426,0.566761,less
0.677423,0.528191,0.181336,1.620324,0.533289,0.350539,0.543239,less
0.686221,0.527104,0.183877,1.695337,0.533672,0.328303,0.566399,less
0.682706,0.54637,0.188965,1.602408,0.528474,0.356261,0.562524,less
0.68647,0.526572,0.177888,1.689135,0.533412,0.315556,0.570526,less
0.682875,0.518944,0.182989,1.591966,0.533186,0.348634,0.555,less
0.688336,0.518451,0.197724,1.623104,0.51898,0.33387,0.58607,less
0.688476,0.534406,0.176986,1.672321,0.537407,0.314734,0.560229,less
0.677803,0.518295,0.180894,1.552848,0.537537,0.348926,0.555,less
0.652298,0.530225,0.180355,1.623278,0.534141,0.347231,0.546951,less
0.687185,0.532589,0.18016,1.6243,0.573052,0.346808,0.536505,less
0.685251,0.526305,0.18384,1.656075,0.540087,0.349973,0.5604,less
0.642438,0.509201,0.174521,1.260325,0.523424,0.282769,0.377776,less
0.623256,0.496349,0.189387,1.227761,0.484725,0.278137,0.392109,less
0.642788,0.502762,0.186279,1.261744,0.514569,0.293278,0.40802,less
0.642027,0.503964,0.170371,1.242681,0.515805,0.284705,0.394942,less
0.640561,0.507994,0.177277,1.262964,0.522351,0.285347,0.349832,less
0.620939,0.495583,0.180968,1.228386,0.485356,0.286094,0.384018,less
0.639045,0.503398,0.186054,1.237251,0.517911,0.278679,0.393749,less
0.633926,0.488096,0.19,1.236212,0.489477,0.304805,0.394349,less
0.637818,0.499225,0.19,1.235289,0.491442,0.30356,0.394485,less
0.643142,0.492651,0.186255,1.227998,0.500364,0.283136,0.37774,less
0.59555,0.492604,0.187151,1.236126,0.50878,0.280907,0.40323,less
0.624053,0.485,0.185462,1.161427,0.436581,0.252263,0.410792,less
0.603982,0.475145,0.179652,1.165592,0.434251,0.265035,0.424214,less
0.60073,0.476005,0.178255,1.14581,0.433772,0.264689,0.423207,less
0.607631,0.492374,0.173469,1.142029,0.431468,0.226601,0.414954,less
0.620556,0.485,0.187842,1.150326,0.433135,0.235861,0.418085,less
0.621018,0.485,0.189915,1.168179,0.434507,0.256132,0.417558,less
0.609489,0.485,0.182498,1.156361,0.432801,0.26742,0.417702,less
0.614346,0.485,0.186527,1.172072,0.43431,0.236387,0.415406,less
0.601718,0.478834,0.175893,1.170845,0.432986,0.247622,0.419181,less
0.599003,0.490414,0.176931,1.179805,0.413095,0.27016,0.402454,less
0.612149,0.485,0.189603,1.156005,0.435263,0.268325,0.407588,less
0.600133,0.49759,0.203788,1.103447,0.422361,0.227391,0.365753,less
0.610645,0.493951,0.178936,1.100239,0.427371,0.228969,0.376493,less
0.615,0.508832,0.184387,1.132177,0.438202,0.226684,0.418156,less
0.633015,0.493683,0.223219,1.073434,0.422836,0.227316,0.363672,less
0.611821,0.495583,0.186742,1.103177,0.426148,0.21114,0.389243,less
0.613733,0.498951,0.169439,1.103205,0.440896,0.22379,0.378036,less
0.605635,0.479851,0.195646,1.103135,0.443858,0.227915,0.382194,less
0.614628,0.489986,0.178143,1.117836,0.435012,0.242371,0.399212,less
0.61465,0.491503,0.179371,1.104919,0.432699,0.214329,0.380781,less
0.615,0.513335,0.19587,1.114411,0.433834,0.225245,0.414305,less
0.601859,0.480386,0.196502,1.096892,0.440042,0.227438,0.358638,less
0.5705,0.435,0.148823,0.80782,0.306267,0.167801,0.268392,less
0.569988,0.445099,0.149531,0.817452,0.344656,0.17878,0.250935,less
0.567786,0.452481,0.149701,0.819972,0.360029,0.166701,0.229343,less
0.559293,0.433134,0.14055,0.775443,0.326517,0.177241,0.233121,less
0.574622,0.435,0.146241,0.80818,0.305788,0.167136,0.221163,less
0.568445,0.428812,0.141544,0.793895,0.304215,0.18114,0.241523,less
0.553713,0.419663,0.137055,0.776442,0.311577,0.179022,0.233668,less
0.569437,0.418154,0.135389,0.806485,0.322715,0.18161,0.245012,less
0.54637,0.433071,0.15818,0.778937,0.324518,0.166754,0.221227,less
0.568605,0.447806,0.142251,0.809379,0.352979,0.161796,0.222184,less
0.557906,0.417345,0.135773,0.786865,0.315948,0.182775,0.2485,less
0.598016,0.44554,0.172665,1.054858,0.381572,0.214042,0.382617,less
0.597597,0.46312,0.194882,1.080012,0.377963,0.189373,0.355319,less
0.581601,0.445836,0.175,1.054504,0.399872,0.186726,0.363511,less
0.597603,0.451894,0.175,1.047612,0.400814,0.198399,0.366641,less
0.590214,0.454963,0.187603,1.083044,0.379383,0.188446,0.355315,less
0.591519,0.446076,0.172621,1.094771,0.392847,0.228909,0.357676,less
0.590784,0.440352,0.175,1.057465,0.397273,0.216767,0.354884,less
0.590556,0.456493,0.175932,1.072783,0.380182,0.187859,0.355366,less
0.577642,0.44683,0.17222,1.05676,0.378229,0.215537,0.367076,less
0.576234,0.44748,0.174735,1.053682,0.378801,0.177814,0.375131,less
0.591216,0.460604,0.186006,1.07064,0.382957,0.20878,0.362486,less
0.521838,0.401629,0.141036,0.627491,0.239867,0.13203,0.212467,less
0.500665,0.400618,0.152432,0.658077,0.248763,0.13352,0.215,less
0.495209,0.409751,0.151135,0.634725,0.242289,0.133213,0.213159,less
0.50186,0.408069,0.150064,0.635637,0.242195,0.132962,0.212846,less
0.50154,0.406594,0.152452,0.641372,0.242349,0.132895,0.210878,less
0.502539,0.409297,0.142324,0.654606,0.260714,0.129559,0.249883,less
0.501244,0.40295,0.153875,0.648369,0.258679,0.134633,0.215,less
0.503573,0.388409,0.153797,0.635885,0.240636,0.134035,0.205754,less
0.504397,0.407618,0.140542,0.65026,0.251118,0.124087,0.226465,less
0.50003,0.400684,0.153433,0.641956,0.24225,0.133192,0.208456,less
0.519516,0.398534,0.140937,0.632435,0.237156,0.132742,0.214182,less
0.487303,0.351121,0.139184,0.464291,0.180319,0.0705,0.172726,less
0.456499,0.35,0.135973,0.473188,0.176928,0.093904,0.166571,less
0.445513,0.354478,0.133962,0.441631,0.140558,0.069835,0.164563,less
0.447126,0.35,0.132079,0.458631,0.190504,0.077389,0.155387,less
0.45651,0.35,0.130554,0.468246,0.181898,0.080555,0.170321,less
0.44,0.353779,0.150174,0.435772,0.169039,0.098237,0.172768,less
0.445432,0.35,0.129511,0.448771,0.170151,0.097432,0.141727,less
0.440894,0.353902,0.123674,0.43204,0.132609,0.068219,0.162797,less
0.440273,0.350384,0.133385,0.45951,0.171861,0.0705,0.179289,less
0.44844,0.35,0.132383,0.474225,0.178568,0.098817,0.16481,less
0.494225,0.351491,0.131459,0.461253,0.181821,0.0705,0.175479,less
0.16966,0.125,0.037308,0.025409,0.0095,0.005244,0.008007,less
0.175657,0.125,0.037423,0.026498,0.0095,0.005297,0.008041,less
0.16627,0.125,0.036015,0.026412,0.0095,0.005362,0.008224,less
0.166621,0.125,0.04,0.024763,0.0095,0.006772,0.008485,less
0.172525,0.125,0.04,0.024333,0.0095,0.004794,0.006204,less
0.179721,0.125,0.037871,0.026336,0.0095,0.005022,0.008367,less
0.168549,0.125,0.04,0.024859,0.0095,0.005698,0.008497,less
0.17374,0.125,0.04,0.024233,0.0095,0.005974,0.006434,less
0.165,0.120074,0.043039,0.024449,0.008615,0.0045,0.008938,less
0.165,0.122232,0.034612,0.023736,0.007968,0.004782,0.005057,less
0.175816,0.125,0.039151,0.025507,0.0095,0.005452,0.008279,less
0.664263,0.543838,0.198465,1.465883,0.483824,0.322555,0.520421,less
0.700464,0.550079,0.192507,1.45991,0.488616,0.321623,0.543819,less
0.662682,0.521434,0.196367,1.476233,0.478442,0.316051,0.521051,less
0.693185,0.542144,0.190638,1.46501,0.477057,0.321595,0.54347,less
0.664396,0.540309,0.199396,1.477956,0.484822,0.281851,0.523056,less
0.699078,0.542496,0.190369,1.403901,0.477197,0.32284,0.514841,less
0.681642,0.531402,0.191026,1.435483,0.492909,0.320262,0.563785,less
0.702204,0.530962,0.195962,1.500551,0.478946,0.333686,0.537344,less
0.702205,0.53042,0.192225,1.477547,0.537371,0.328201,0.528749,less
0.689561,0.529968,0.194356,1.46594,0.482583,0.323418,0.504525,less
0.698413,0.528215,0.190253,1.474273,0.52117,0.310326,0.52152,less
0.542087,0.425,0.129053,0.771375,0.29517,0.152093,0.253677,less
0.54046,0.425,0.135626,0.768557,0.298942,0.154615,0.253395,less
0.542816,0.425,0.130794,0.773263,0.300205,0.152157,0.25256,less
0.530152,0.425,0.155,0.77461,0.298059,0.125108,0.254867,less
0.537604,0.421741,0.142969,0.775404,0.302,0.170314,0.250987,less
0.53864,0.425,0.14632,0.77159,0.300275,0.150394,0.256087,less
0.532479,0.410618,0.161322,0.780151,0.285037,0.153493,0.251519,less
0.531452,0.425,0.155,0.774124,0.299954,0.13496,0.254091,less
0.534635,0.425262,0.168888,0.775841,0.308679,0.153064,0.238082,less
0.544413,0.417176,0.13511,0.77594,0.302,0.172358,0.254313,less
0.531274,0.406827,0.164663,0.779205,0.297334,0.15627,0.258967,less
0.633518,0.493035,0.195727,1.366972,0.616136,0.225812,0.414234,less
0.634656,0.485663,0.195328,1.345181,0.577152,0.26482,0.423653,less
0.635432,0.502797,0.2,1.396756,0.603386,0.297108,0.443252,less
0.63781,0.518426,0.184426,1.367431,0.610018,0.268656,0.437632,less
0.637873,0.519091,0.2,1.394808,0.566787,0.286015,0.432641,less
0.635,0.483404,0.194351,1.356761,0.624301,0.25819,0.432743,less
0.631209,0.489895,0.172865,1.347904,0.563458,0.259692,0.407619,less
0.639094,0.519918,0.199226,1.387243,0.620087,0.268194,0.428106,less
0.632381,0.489183,0.194873,1.361564,0.609062,0.262653,0.407106,less
0.637863,0.516482,0.2,1.379408,0.591615,0.268629,0.447005,less
0.635,0.487225,0.195178,1.342173,0.602724,0.256942,0.426833,less
0.684045,0.533413,0.19874,1.736708,0.563724,0.305643,0.602916,less
0.699394,0.557597,0.187212,1.710789,0.581058,0.335362,0.571132,less
0.660319,0.51812,0.194548,1.644987,0.539137,0.305388,0.604485,less
0.680417,0.526577,0.209071,1.743688,0.558461,0.308774,0.605846,less
0.664515,0.524004,0.19951,1.698766,0.515951,0.308482,0.604098,less
0.696338,0.53049,0.16963,1.723436,0.569321,0.263577,0.568909,less
0.681373,0.542154,0.196856,1.739494,0.551571,0.307087,0.614042,less
0.684769,0.53889,0.203383,1.736649,0.58248,0.305148,0.615788,less
0.681077,0.540217,0.185687,1.717862,0.56743,0.306525,0.582325,less
0.697575,0.537386,0.19168,1.716307,0.605766,0.334027,0.570757,less
0.69714,0.52764,0.172164,1.723293,0.567858,0.299148,0.578132,less
0.536414,0.421522,0.145,0.947726,0.411329,0.212051,0.254893,less
0.53986,0.432283,0.162022,0.98302,0.404837,0.224477,0.26822,less
0.531152,0.433207,0.162886,0.979576,0.408361,0.223811,0.28258,less
0.535172,0.428496,0.145,0.944524,0.427775,0.193899,0.264083,less
0.537409,0.426149,0.161416,0.981435,0.396413,0.220254,0.291509,less
0.574675,0.439379,0.145291,0.955974,0.43082,0.20647,0.267401,less
0.531585,0.422309,0.145,0.954473,0.393072,0.202757,0.26405,less
0.547806,0.438198,0.159378,0.959394,0.42874,0.189571,0.26615,less
0.548765,0.447597,0.14902,0.988354,0.428635,0.219546,0.260522,less
0.530703,0.425982,0.164861,0.982218,0.423534,0.222537,0.318903,less
0.539524,0.426064,0.145,0.926083,0.420489,0.196781,0.258619,less
0.58097,0.450206,0.17,1.119691,0.39712,0.221552,0.327514,less
0.581096,0.449019,0.174777,1.17212,0.392408,0.219422,0.336257,less
0.567752,0.443075,0.171018,1.158282,0.393303,0.207394,0.36992,less
0.580069,0.459249,0.17,1.135358,0.412739,0.216572,0.319125,less
0.584852,0.468769,0.17,1.15477,0.395413,0.23233,0.31821,less
0.591011,0.466471,0.17,1.12524,0.418686,0.225322,0.331575,less
0.579006,0.440832,0.17499,1.176325,0.393406,0.213915,0.337433,less
0.58495,0.462081,0.185111,1.174631,0.391494,0.222037,0.381023,less
0.586323,0.458157,0.17,1.098675,0.407759,0.225472,0.328136,less
0.575764,0.442245,0.170524,1.146766,0.393299,0.211981,0.340413,less
0.580156,0.44531,0.17,1.156434,0.410565,0.219665,0.34997,less
0.584951,0.467167,0.173754,1.082277,0.407876,0.233442,0.337407,less
0.583724,0.466262,0.173104,1.094263,0.399423,0.234024,0.336468,less
0.573955,0.44,0.175,1.083121,0.398573,0.200593,0.357631,less
0.581607,0.449149,0.172992,1.095972,0.397739,0.233351,0.343201,less
0.582648,0.44821,0.172586,1.077699,0.399954,0.233581,0.336437,less
0.580396,0.455024,0.173401,1.080854,0.398901,0.23283,0.356172,less
0.587949,0.473352,0.17037,1.093993,0.404115,0.231018,0.346197,less
0.582604,0.440722,0.173871,1.094911,0.400057,0.23402,0.355947,less
0.571569,0.44,0.175,1.095921,0.400333,0.21104,0.34494,less
0.587493,0.450794,0.170497,1.075209,0.39462,0.242569,0.334728,less
0.599972,0.477234,0.172126,1.075534,0.397892,0.237115,0.330554,less
0.596556,0.462168,0.18909,1.087539,0.37245,0.202346,0.367343,less
0.575431,0.458131,0.172998,1.056141,0.372843,0.186545,0.376217,less
0.596332,0.465984,0.195,1.074406,0.382231,0.187452,0.375,less
0.591344,0.470593,0.195,1.076726,0.372815,0.188337,0.375,less
0.576155,0.458552,0.190258,1.076853,0.374929,0.178832,0.380133,less
0.585121,0.449635,0.193942,1.116863,0.390975,0.192048,0.375,less
0.590752,0.446611,0.18302,1.069354,0.375916,0.21002,0.373397,less
0.585054,0.453794,0.1944,1.069332,0.371587,0.186165,0.382786,less
0.57167,0.455116,0.182603,1.108682,0.392056,0.195364,0.375,less
0.577728,0.457196,0.1865,1.070772,0.374944,0.177758,0.37941,less
0.592117,0.49237,0.195,1.073088,0.370007,0.187909,0.375,less
0.605824,0.475409,0.178427,1.240319,0.41629,0.268139,0.354007,less
0.613658,0.462704,0.198336,1.228777,0.399285,0.257432,0.434918,less
0.61206,0.466206,0.177552,1.250302,0.391363,0.264606,0.376486,less
0.607569,0.48612,0.17338,1.251085,0.420018,0.259533,0.360229,less
0.606289,0.474366,0.172979,1.268911,0.442723,0.282289,0.363237,less
0.607495,0.458927,0.171862,1.279793,0.445311,0.265451,0.390464,less
0.618337,0.461968,0.18495,1.253978,0.42827,0.280354,0.377856,less
0.628484,0.475725,0.185792,1.26826,0.430396,0.272542,0.382574,less
0.59798,0.450554,0.173688,1.278046,0.435583,0.275813,0.388361,less
0.608483,0.452565,0.175074,1.278779,0.449581,0.272532,0.372069,less
0.597738,0.460921,0.166048,1.264608,0.415152,0.281983,0.38509,less
0.4506,0.348232,0.119885,0.513941,0.161571,0.096856,0.195,less
0.469278,0.339109,0.133312,0.509048,0.167555,0.093111,0.195,less
0.491984,0.360129,0.110761,0.501425,0.175972,0.108108,0.179717,less
0.483575,0.369738,0.106606,0.504693,0.176754,0.106465,0.193237,less
0.464111,0.353272,0.118692,0.502278,0.165579,0.093488,0.195,less
0.440623,0.34533,0.131594,0.507935,0.179493,0.100237,0.179882,less
0.459417,0.344203,0.131353,0.512352,0.194057,0.099346,0.175052,less
0.441533,0.367908,0.124388,0.501921,0.179227,0.099996,0.184353,less
0.449295,0.362481,0.125495,0.505135,0.175976,0.085704,0.169533,less
0.44,0.343402,0.138847,0.48876,0.170055,0.084611,0.185779,less
0.478667,0.352523,0.133506,0.51532,0.164364,0.090803,0.195,less
0.532323,0.40522,0.143829,0.991511,0.3375,0.21953,0.278463,less
0.536491,0.41405,0.165147,0.969824,0.333095,0.225794,0.278109,less
0.548566,0.417531,0.157965,0.956306,0.346832,0.210202,0.278965,less
0.550973,0.415472,0.159301,0.965519,0.33878,0.204049,0.284454,less
0.533248,0.424161,0.156206,0.951788,0.335094,0.1963,0.279329,less
0.532698,0.416361,0.155693,0.967347,0.330608,0.21446,0.278627,less
0.533952,0.411051,0.148853,0.980282,0.323175,0.214468,0.280933,less
0.531731,0.412048,0.137019,0.99947,0.32532,0.204472,0.285635,less
0.552204,0.425231,0.163639,0.970404,0.328414,0.223581,0.29314,less
0.53855,0.411401,0.142548,0.989207,0.338835,0.200558,0.27375,less
0.562669,0.414968,0.158779,0.964879,0.33588,0.200987,0.287046,less
0.549228,0.437165,0.186379,0.994247,0.310281,0.264295,0.325631,less
0.531536,0.428958,0.166291,0.981355,0.333091,0.257182,0.296641,less
0.534684,0.428061,0.166798,0.988183,0.335787,0.247979,0.29625,less
0.54715,0.435,0.165,0.991019,0.325235,0.257231,0.316431,less
0.549398,0.435,0.165,0.993589,0.324952,0.254928,0.307875,less
0.553474,0.435,0.165,0.986844,0.326564,0.261575,0.303016,less
0.553043,0.435,0.165,0.992947,0.326917,0.265131,0.303968,less
0.541975,0.435,0.169934,0.995688,0.374188,0.237516,0.325,less
0.557189,0.440307,0.165542,0.994689,0.324275,0.249017,0.332306,less
0.541445,0.435,0.178192,0.995698,0.347587,0.235016,0.325,less
0.538654,0.43298,0.169721,0.988794,0.345213,0.259125,0.314827,less
0.54919,0.436159,0.149514,0.864823,0.311555,0.185213,0.303029,less
0.545682,0.41,0.14991,0.873355,0.30166,0.206932,0.287587,less
0.542276,0.419736,0.125998,0.872428,0.30243,0.188827,0.30326,less
0.546282,0.4127,0.150864,0.860536,0.307596,0.182193,0.305662,less
0.542404,0.407615,0.144554,0.87019,0.308759,0.183948,0.310614,less
0.534383,0.411071,0.139444,0.870546,0.300907,0.190046,0.298945,less
0.553299,0.421766,0.147112,0.873412,0.300543,0.202964,0.295153,less
0.544665,0.411284,0.127729,0.872996,0.285106,0.193985,0.290721,less
0.545118,0.420944,0.149107,0.889986,0.303651,0.151883,0.312856,less
0.545766,0.43584,0.147157,0.888721,0.3039,0.192783,0.316858,less
0.528928,0.417407,0.125592,0.872013,0.296509,0.186453,0.297464,less
0.584592,0.47378,0.174453,1.18526,0.381083,0.292067,0.33785,less
