@relation 'yeast-weka.filters.unsupervised.attribute.NominalToBinary-R10-weka.filters.unsupervised.attribute.NominalToBinary-R10-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lmerged-R1,2-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lmerged-R1,5,9-unset-class-temporarily-weka.filters.unsupervised.attribute.MergeManyValues-Clast-Lless-R1,2,3,4,5,6-unset-class-temporarily-weka.filters.supervised.instance.SMOTE-C2-K5-P600.0-S1'

@attribute 0.58 numeric
@attribute 0.61 numeric
@attribute 0.47 numeric
@attribute 0.13 numeric
@attribute 0.5 numeric
@attribute 0 numeric
@attribute 0.48 numeric
@attribute 0.22 numeric
@attribute MIT {merged,less}

@data
0.44,0.65,0.49,0.16,0.5,0,0.48,0.31,merged
0.48,0.44,0.46,0.37,0.5,0,0.46,0.36,merged
0.5,0.49,0.46,0.22,0.5,0,0.53,0.25,merged
0.62,0.42,0.47,0.16,0.5,0,0.52,0.22,merged
0.5,0.45,0.52,0.18,0.5,0,0.52,0.22,merged
0.59,0.51,0.47,0.21,0.5,0,0.47,0.22,merged
0.39,0.47,0.49,0.2,0.5,0,0.53,0.26,merged
0.49,0.48,0.52,0.24,0.5,0,0.5,0.22,merged
0.59,0.48,0.49,0.42,0.5,0,0.52,0.22,merged
0.57,0.35,0.5,0.43,0.5,0,0.53,0.22,merged
0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,merged
0.49,0.51,0.52,0.13,0.5,0,0.51,0.33,merged
0.45,0.4,0.56,0.15,0.5,0,0.52,0.22,merged
0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,merged
0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,merged
0.52,0.45,0.53,0.34,0.5,0,0.52,0.44,merged
0.54,0.48,0.55,0.33,0.5,0,0.55,0.4,merged
0.55,0.79,0.45,0.25,0.5,0,0.51,0.22,merged
0.58,0.51,0.63,0.2,0.5,0,0.5,0.42,merged
0.63,0.58,0.57,0.1,0.5,0,0.52,0.33,merged
0.54,0.67,0.56,0.15,0.5,0,0.57,0.33,merged
0.41,0.59,0.65,0.14,0.5,0,0.49,0.33,merged
0.47,0.38,0.5,0.15,0.5,0,0.49,0.47,merged
0.33,0.17,0.52,0.13,0.5,0,0.51,0.75,merged
0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,merged
0.54,0.55,0.55,0.4,0.5,0,0.53,0.22,merged
0.31,0.31,0.57,0.15,0.5,0,0.5,0.22,merged
0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,merged
0.33,0.36,0.62,0.26,0.5,0,0.55,0.22,merged
0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,merged
0.47,0.56,0.58,0.19,0.5,0,0.44,0.64,merged
0.32,0.32,0.52,0.18,0.5,0,0.48,0.34,merged
0.28,0.27,0.5,0.14,0.5,0,0.5,0.28,merged
0.41,0.46,0.57,0.25,0.5,0,0.57,0.38,merged
0.44,0.54,0.51,0.16,0.5,0,0.58,0.22,merged
0.44,0.55,0.51,0.16,0.5,0,0.6,0.22,merged
0.77,0.7,0.44,0.29,0.5,0,0.56,0.22,less
0.4,0.56,0.53,0.15,0.5,0,0.49,0.22,merged
0.79,0.79,0.42,0.26,0.5,0,0.6,0.22,less
0.8,0.83,0.43,0.24,0.5,0,0.54,0.22,less
0.58,0.55,0.51,0.13,0.5,0,0.52,0.22,merged
0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,merged
0.47,0.46,0.53,0.12,0.5,0,0.51,0.25,merged
0.57,0.29,0.63,0.22,0.5,0,0.49,0.27,merged
0.52,0.49,0.59,0.21,0.5,0,0.47,0.22,merged
0.41,0.42,0.53,0.17,0.5,0,0.48,0.58,merged
0.45,0.36,0.5,0.19,0.5,0,0.53,0.7,merged
0.53,0.51,0.54,0.21,0.5,0,0.45,0.22,merged
0.49,0.5,0.42,0.43,0.5,0,0.5,0.36,less
0.44,0.49,0.49,0.27,0.5,0,0.52,0.22,merged
0.25,0.26,0.53,0.17,0.5,0,0.45,0.22,merged
0.49,0.46,0.54,0.18,0.5,0,0.35,0.22,merged
0.42,0.37,0.54,0.17,0.5,0,0.51,0.22,merged
0.42,0.45,0.75,0.21,0.5,0,0.48,0.22,merged
0.39,0.45,0.75,0.17,0.5,0,0.51,0.22,merged
0.63,0.54,0.53,0.27,0.5,0,0.49,0.22,merged
0.54,0.43,0.48,0.27,0.5,0,0.44,0.41,merged
0.4,0.44,0.5,0.13,0.5,0,0.52,0.39,merged
0.55,0.39,0.39,0.47,0.5,0,0.5,0.83,merged
0.59,0.48,0.41,0.53,0.5,0,0.48,0.56,merged
0.49,0.38,0.49,0.15,0.5,0,0.53,0.25,merged
0.53,0.45,0.52,0.29,0.5,0,0.55,0.38,merged
0.62,0.6,0.54,0.22,0.5,0,0.54,0.27,merged
0.33,0.46,0.53,0.12,0.5,0,0.5,0.27,merged
0.57,0.36,0.51,0.25,0.5,0,0.54,0.25,merged
0.45,0.76,0.51,0.25,0.5,0,0.59,0.22,merged
0.48,0.44,0.51,0.24,0.5,0,0.49,0.22,merged
0.59,0.64,0.44,0.26,0.5,0,0.5,0.22,merged
0.79,0.56,0.53,0.19,0.5,0,0.47,0.35,merged
0.5,0.5,0.48,0.34,0.5,0,0.52,0.27,merged
0.79,0.62,0.35,0.35,0.5,0,0.6,0.28,less
0.52,0.5,0.6,0.2,0.5,0,0.52,0.22,merged
0.59,0.46,0.57,0.17,0.5,0,0.52,0.22,merged
0.53,0.42,0.53,0.19,0.5,0,0.47,0.22,merged
0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,merged
0.61,0.73,0.5,0.58,0.5,0,0.5,0.22,merged
0.5,0.43,0.56,0.17,0.5,0,0.35,0.22,merged
0.36,0.52,0.61,0.33,0.5,0,0.52,0.37,merged
0.66,0.54,0.53,0.17,0.5,0,0.54,0.22,merged
0.52,0.51,0.48,0.12,0.5,0,0.54,0.31,merged
0.56,0.46,0.51,0.25,0.5,0,0.54,0.22,merged
0.47,0.46,0.49,0.27,0.5,0,0.59,0.22,merged
0.5,0.46,0.49,0.27,0.5,0,0.6,0.22,merged
0.43,0.48,0.36,0.26,0.5,0,0.52,0.22,merged
0.5,0.44,0.57,0.28,0.5,0,0.57,0.22,merged
0.46,0.47,0.62,0.3,0.5,0,0.38,0.22,merged
0.59,0.7,0.46,0.19,0.5,0,0.54,0.44,merged
0.19,0.41,0.55,0.13,0.5,0,0.52,0.25,merged
0.27,0.43,0.5,0.13,0.5,0,0.54,0.31,merged
0.42,0.46,0.44,0.17,0.5,0,0.51,0.42,merged
0.49,0.36,0.47,0.28,0.5,0,0.56,0.54,merged
0.42,0.51,0.33,0.16,0.5,0,0.54,0.22,merged
0.34,0.42,0.48,0.19,0.5,0,0.46,0.31,merged
0.6,0.57,0.63,0.22,0.5,0,0.5,0.49,merged
0.53,0.44,0.54,0.52,0.5,0,0.49,0.38,merged
0.48,0.39,0.56,0.23,0.5,0,0.6,0.22,merged
0.56,0.49,0.47,0.13,0.5,0,0.52,0.22,merged
0.47,0.59,0.56,0.09,0.5,0,0.5,0.22,merged
0.4,0.28,0.58,0.44,0.5,0,0.41,0.22,merged
0.54,0.35,0.55,0.19,0.5,0,0.3,0.22,merged
0.5,0.47,0.45,0.14,0.5,0,0.53,0.32,merged
0.55,0.49,0.6,0.18,0.5,0,0.51,0.22,merged
0.55,0.44,0.5,0.09,0.5,0,0.55,0.22,less
0.66,0.37,0.6,0.25,0.5,0,0.69,0.22,merged
0.51,0.49,0.48,0.55,0.5,0,0.52,0.58,merged
0.36,0.51,0.51,0.17,0.5,0,0.52,0.22,less
0.68,0.68,0.35,0.16,0.5,0,0.62,0.22,less
0.44,0.35,0.55,0.14,0.5,0,0.52,0.22,less
0.73,0.59,0.35,0.15,0.5,0,0.54,0.22,less
0.6,0.37,0.52,0.15,0.5,0,0.55,0.26,less
0.64,0.61,0.56,0.15,0.5,0,0.54,0.22,less
0.48,0.58,0.58,0.12,0.5,0,0.49,0.22,less
0.65,0.58,0.53,0.21,0.5,0,0.51,0.22,less
0.48,0.49,0.49,0.26,0.5,0,0.39,0.27,less
0.57,0.54,0.32,0.15,0.5,0,0.52,0.25,less
0.4,0.36,0.32,0.16,0.5,0,0.51,0.27,less
0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,merged
0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,merged
0.41,0.48,0.51,0.2,0.5,0,0.51,0.22,merged
0.25,0.4,0.54,0.16,0.5,0,0.43,0.22,merged
0.63,0.56,0.52,0.21,0.5,0,0.5,0.22,merged
0.56,0.68,0.42,0.36,0.5,0,0.49,0.22,merged
0.57,0.47,0.48,0.17,0.5,0,0.52,0.26,less
0.46,0.52,0.51,0.13,0.5,0,0.47,0.22,merged
0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,merged
0.78,0.71,0.35,0.25,0.5,0,0.49,0.22,less
0.64,0.56,0.52,0.17,0.5,0,0.54,0.47,merged
1,0.8,0.29,0.36,0.5,0,0.52,0.22,less
0.51,0.39,0.56,0.55,0.5,0,0.46,0.64,merged
0.69,0.66,0.36,0.09,0.5,0,0.56,0.22,less
0.4,0.45,0.45,0.15,0.5,0,0.53,0.48,merged
0.49,0.53,0.36,0.15,0.5,0,0.52,0.27,merged
0.39,0.63,0.41,0.27,0.5,0,0.49,0.22,merged
0.45,0.51,0.43,0.22,0.5,0,0.57,0.22,merged
0.77,0.78,0.27,0.37,0.5,0,0.49,0.22,less
0.88,0.75,0.41,0.36,0.5,0,0.43,0.22,less
0.49,0.49,0.4,0.2,0.5,0,0.48,0.26,merged
0.57,0.53,0.6,0.28,0.5,0,0.52,0.45,merged
0.53,0.52,0.49,0.27,0.5,0,0.51,0.22,merged
0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,merged
0.71,0.79,0.41,0.38,0.5,0,0.54,0.22,less
0.33,0.49,0.46,0.22,0.5,0,0.53,0.33,merged
0.47,0.41,0.46,0.18,0.5,0,0.53,0.22,merged
0.45,0.39,0.46,0.29,0.5,0,0.42,0.22,merged
0.59,0.56,0.5,0.48,0.5,0,0.46,0.22,merged
0.32,0.3,0.57,0.38,0.5,0,0.5,0.25,merged
0.26,0.3,0.37,0.15,0.5,0,0.53,0.25,merged
0.28,0.41,0.46,0.18,0.5,0,0.47,0.39,merged
0.45,0.5,0.43,0.16,0.5,0,0.52,0.28,merged
0.24,0.25,0.57,0.28,0.5,0,0.51,0.11,merged
0.46,0.61,0.55,0.29,0.5,0,0.49,0.22,merged
0.54,0.44,0.38,0.22,0.5,0,0.54,0.3,merged
0.22,0.53,0.36,0.22,0.5,0,0.54,0.31,merged
0.25,0.41,0.47,0.14,0.5,0,0.56,0.68,merged
0.43,0.41,0.37,0.18,0.5,0,0.54,0.31,merged
0.4,0.44,0.47,0.25,0.5,0,0.54,0.56,merged
0.46,0.59,0.38,0.12,0.5,0,0.5,0.22,merged
0.8,0.82,0.4,0.31,0.5,0,0.57,0.25,less
0.29,0.39,0.46,0.36,0.5,0,0.51,0.22,merged
0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,less
0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,less
0.43,0.6,0.4,0.12,0.5,0,0.49,0.29,merged
0.56,0.71,0.47,0.21,0.5,0,0.52,0.22,merged
0.65,0.62,0.26,0.33,0.5,0,0.55,0.22,merged
0.77,0.7,0.37,0.12,0.5,0,0.49,0.26,less
0.47,0.61,0.32,0.27,0.5,0,0.5,0.3,merged
0.71,0.51,0.49,0.23,0.5,0,0.3,0.32,less
0.59,0.48,0.49,0.49,0.5,0,0.36,0.32,merged
0.58,0.63,0.52,0.7,0.5,0,0.46,0.22,merged
0.3,0.68,0.41,0.17,0.5,0,0.51,0.22,merged
0.74,0.73,0.32,0.2,0.5,0,0.55,0.22,less
0.55,0.35,0.36,0.29,0.5,0,0.51,0.22,merged
0.35,0.32,0.31,0.16,0.5,0,0.56,0.22,merged
0.67,0.61,0.39,0.24,0.5,0,0.51,0.22,merged
0.69,0.57,0.39,0.19,0.5,0,0.48,0.39,less
0.47,0.41,0.53,0.27,0.5,0,0.47,0.25,merged
0.39,0.56,0.34,0.18,0.5,0,0.49,0.22,merged
0.51,0.38,0.42,0.21,0.5,0,0.46,0.34,merged
0.32,0.45,0.39,0.14,0.5,0,0.45,0.22,merged
0.75,0.73,0.35,0.33,0.5,0,0.49,0.28,less
0.54,0.54,0.56,0.18,0.5,0,0.46,0.29,merged
0.71,0.64,0.42,0.28,0.5,0,0.43,0.22,less
0.28,0.48,0.36,0.16,0.5,0,0.53,0.22,merged
0.58,0.44,0.45,0.32,0.5,0,0.52,0.37,merged
0.52,0.65,0.36,0.26,0.5,0,0.44,0.22,merged
0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,merged
0.48,0.58,0.47,0.17,0.5,0,0.53,0.74,merged
0.42,0.71,0.45,0.15,0.5,0,0.48,0.22,merged
0.38,0.37,0.36,0.14,0.5,0,0.54,0.22,merged
0.4,0.4,0.44,0.37,0.5,0,0.53,0.25,merged
0.38,0.56,0.38,0.16,0.5,0,0.53,0.22,merged
0.8,0.79,0.43,0.25,0.5,0,0.52,0.22,less
0.63,0.65,0.42,0.18,0.5,0,0.54,0.27,merged
0.47,0.4,0.63,0.19,0.5,0,0.52,0.32,merged
0.83,0.94,0.32,0.21,0.5,0,0.51,0.22,less
0.61,0.76,0.3,0.16,0.5,0,0.45,0.41,merged
0.33,0.38,0.47,0.14,0.5,0,0.51,0.47,merged
0.38,0.67,0.33,0.17,0.5,0,0.51,0.22,merged
0.39,0.33,0.33,0.23,0.5,0,0.47,0.22,merged
0.5,0.63,0.45,0.13,0.5,0,0.45,0.32,merged
0.2,0.6,0.5,0.29,0.5,0,0.51,0.22,merged
0.29,0.26,0.43,0.17,0.5,0,0.55,0.3,merged
0.51,0.46,0.41,0.36,0.5,0,0.49,0.22,merged
0.92,0.66,0.52,0.23,0.5,0,0.53,0.22,less
0.49,0.56,0.37,0.2,0.5,0,0.53,0.22,merged
0.86,0.78,0.34,0.15,0.5,0,0.53,0.22,less
0.38,0.44,0.57,0.14,0.5,0,0.53,0.52,merged
0.72,0.73,0.41,0.28,0.5,0,0.44,0.22,less
0.8,0.73,0.47,0.19,0.5,0,0.49,0.22,less
0.49,0.55,0.35,0.23,0.5,0,0.57,0.22,merged
0.63,0.71,0.44,0.53,0.5,0,0.52,0.22,less
0.6,0.68,0.3,0.27,0.5,0,0.55,0.22,merged
0.4,0.43,0.49,0.17,0.5,0,0.51,0.36,merged
0.82,0.63,0.47,0.18,0.5,0,0.5,0.22,less
0.77,0.68,0.35,0.19,0.5,0,0.53,0.43,less
0.51,0.59,0.46,0.13,0.5,0,0.48,0.22,merged
0.52,0.46,0.34,0.2,0.5,0,0.51,0.25,merged
0.47,0.5,0.6,0.63,0.5,0,0.38,0.16,merged
0.34,0.24,0.51,0.15,0.5,0,0.54,0.4,merged
0.35,0.29,0.46,0.14,0.5,0,0.54,0.66,merged
0.58,0.67,0.49,0.16,0.5,0,0.47,0.28,merged
0.85,0.85,0.3,0.31,0.5,0,0.55,0.42,less
0.36,0.48,0.61,0.26,0.5,0,0.5,0.16,merged
0.41,0.25,0.59,0.44,0.5,0,0.6,0.69,merged
0.3,0.37,0.4,0.45,0.5,0,0.48,0.41,merged
0.57,0.59,0.49,0.86,0.5,0,0.47,0.22,merged
0.38,0.4,0.39,0.19,0.5,0,0.46,0.62,merged
0.77,0.74,0.37,0.29,0.5,0,0.45,0.22,less
0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,merged
0.5,0.61,0.44,0.2,0.5,0,0.49,0.22,merged
0.41,0.45,0.46,0.23,0.5,0,0.5,0.7,merged
0.46,0.62,0.46,0.54,0.5,0,0.51,0.27,merged
0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,less
0.52,0.53,0.58,0.69,0.5,0,0.5,0.22,merged
0.41,0.47,0.5,0.14,0.5,0,0.53,0.37,merged
0.25,0.4,0.52,0.15,0.5,0,0.56,0.28,merged
0.58,0.56,0.38,0.39,0.5,0,0.54,0.57,merged
0.32,0.29,0.29,0.08,0.5,0,0.52,0.22,merged
0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,merged
0.39,0.58,0.47,0.18,0.5,0,0.48,0.22,merged
0.38,0.47,0.47,0.18,0.5,0,0.44,0.26,merged
0.63,0.57,0.5,0.48,0.5,0,0.51,0.22,merged
0.51,0.45,0.62,0.25,0.5,0,0.59,0.22,merged
0.59,0.67,0.54,0.19,0.5,0,0.48,0.6,merged
0.6,0.61,0.54,0.11,0.5,0,0.46,0.22,merged
0.48,0.61,0.57,0.17,0.5,0,0.45,0.22,merged
0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,merged
0.61,0.48,0.54,0.25,0.5,0,0.5,0.22,merged
0.38,0.32,0.64,0.41,0.5,0,0.44,0.11,merged
0.38,0.4,0.66,0.35,0.5,0,0.43,0.11,merged
0.81,0.62,0.43,0.17,0.5,0,0.53,0.22,less
0.47,0.43,0.61,0.4,0.5,0,0.48,0.47,merged
0.67,0.57,0.36,0.19,0.5,0,0.56,0.22,less
0.43,0.4,0.6,0.16,0.5,0,0.53,0.39,merged
0.65,0.54,0.54,0.13,0.5,0,0.53,0.22,merged
0.801005,0.888149,0.361087,0.403177,0.5,0,0.555213,0.269052,less
0.846854,0.868085,0.339149,0.366475,0.5,0,0.552295,0.38939,less
0.838084,0.861281,0.307244,0.353983,0.5,0,0.559766,0.393451,less
0.824086,0.863663,0.325374,0.373607,0.5,0,0.559893,0.344494,less
0.804875,0.882531,0.363906,0.394126,0.5,0,0.531505,0.272714,less
0.800383,0.862229,0.432069,0.387603,0.5,0,0.56,0.288789,less
0.78,0.731278,0.416399,0.258165,0.5,0,0.450455,0.22,less
0.78,0.730757,0.369787,0.250376,0.5,0,0.462937,0.22,less
0.78,0.724198,0.394796,0.255575,0.5,0,0.471975,0.22,less
0.763274,0.743262,0.375375,0.260088,0.5,0,0.438804,0.22,less
0.771453,0.741102,0.410227,0.265966,0.5,0,0.436543,0.22,less
0.78,0.721486,0.418032,0.254086,0.5,0,0.470796,0.22,less
0.747749,0.695674,0.48127,0.337584,0.5,0,0.452386,0.22,less
0.74,0.706491,0.496602,0.337378,0.5,0,0.483135,0.223124,less
0.74,0.699834,0.499039,0.302172,0.5,0,0.43412,0.26987,less
0.74,0.705343,0.480132,0.30356,0.5,0,0.451571,0.238457,less
0.733447,0.671261,0.511215,0.351549,0.5,0,0.445748,0.22,less
0.724508,0.688389,0.417164,0.302176,0.5,0,0.435093,0.22,less
0.893901,0.67651,0.398963,0.234154,0.5,0,0.54,0.22,less
0.885587,0.651961,0.397438,0.232694,0.5,0,0.54,0.22,less
0.859179,0.657516,0.387321,0.230522,0.5,0,0.532283,0.22,less
0.780278,0.682391,0.412259,0.242604,0.5,0,0.54,0.22,less
0.829886,0.683925,0.410826,0.2409,0.5,0,0.54,0.22,less
0.796205,0.676966,0.388692,0.221239,0.5,0,0.54,0.22,less
0.853106,0.745673,0.506027,0.379606,0.5,0,0.554888,0.22,less
0.858222,0.704592,0.515556,0.391895,0.5,0,0.540875,0.22,less
0.81831,0.782709,0.482686,0.385386,0.5,0,0.556616,0.22,less
0.746481,0.746864,0.496526,0.417784,0.5,0,0.530233,0.22,less
0.848671,0.716671,0.514014,0.33761,0.5,0,0.528209,0.22,less
0.744943,0.741297,0.508584,0.403389,0.5,0,0.52541,0.22,less
0.798718,0.573105,0.439048,0.285701,0.5,0,0.58221,0.22,less
0.774679,0.576263,0.419451,0.281379,0.5,0,0.571229,0.22,less
0.779189,0.585259,0.416987,0.312906,0.5,0,0.586823,0.22,less
0.780429,0.564894,0.395141,0.279431,0.5,0,0.528244,0.22,less
0.782931,0.57,0.4761,0.28,0.5,0,0.589516,0.22,less
0.780847,0.57,0.413979,0.28,0.5,0,0.585339,0.22,less
0.391257,0.320243,0.487679,0.161929,0.5,0,0.511831,0.230955,less
0.344069,0.375978,0.521524,0.1813,0.5,0,0.483896,0.233215,less
0.382237,0.345111,0.518461,0.175959,0.5,0,0.535544,0.228048,less
0.396463,0.334678,0.547117,0.175075,0.5,0,0.542288,0.258893,less
0.39481,0.36,0.553416,0.173153,0.5,0,0.495286,0.241138,less
0.402874,0.334269,0.554576,0.167946,0.5,0,0.543909,0.222252,less
0.758059,0.734345,0.571288,0.460591,0.5,0,0.38356,0.287862,less
0.719325,0.726719,0.539867,0.435644,0.5,0,0.443286,0.282258,less
0.693636,0.740076,0.578076,0.42879,0.5,0,0.403212,0.282506,less
0.78672,0.798677,0.511149,0.405078,0.5,0,0.4,0.317842,less
0.724657,0.718171,0.547253,0.435854,0.5,0,0.455596,0.242289,less
0.748917,0.775209,0.46606,0.400194,0.5,0,0.4,0.328632,less
0.486108,0.430723,0.501003,0.289116,0.5,0,0.497673,0.22,less
0.498496,0.401275,0.548257,0.271059,0.5,0,0.48,0.22,less
0.471745,0.380235,0.506753,0.318255,0.5,0,0.48,0.22,less
0.494869,0.500006,0.543584,0.274645,0.5,0,0.48,0.22,less
0.460794,0.468768,0.515109,0.28374,0.5,0,0.547638,0.22,less
0.475734,0.447231,0.500071,0.28938,0.5,0,0.49472,0.22,less
0.725562,0.576425,0.5209,0.300333,0.5,0,0.584049,0.22,less
0.726661,0.578227,0.513921,0.308846,0.5,0,0.587593,0.22,less
0.756226,0.602598,0.484503,0.28161,0.5,0,0.542077,0.22,less
0.703675,0.570785,0.527884,0.342487,0.5,0,0.587894,0.22,less
0.747242,0.589251,0.47062,0.285244,0.5,0,0.570565,0.22,less
0.693409,0.517116,0.45802,0.278359,0.5,0,0.582248,0.22,less
0.81,0.886023,0.449755,0.388791,0.5,0,0.532097,0.22,less
0.803183,0.821925,0.400732,0.368294,0.5,0,0.56573,0.235144,less
0.809333,0.847574,0.457776,0.300665,0.5,0,0.55153,0.22,less
0.848341,0.808306,0.484015,0.375263,0.5,0,0.556506,0.22,less
0.811091,0.74537,0.485848,0.397077,0.5,0,0.5511,0.22,less
0.844749,0.828299,0.486089,0.371339,0.5,0,0.552889,0.22,less
0.770746,0.687854,0.447716,0.29,0.5,0,0.543715,0.22,less
0.833347,0.63,0.427323,0.281887,0.5,0,0.522631,0.22,less
0.781511,0.616863,0.42315,0.296897,0.5,0,0.512941,0.22,less
0.784859,0.609894,0.446324,0.328386,0.5,0,0.538656,0.22,less
0.785741,0.650071,0.446658,0.29,0.5,0,0.525633,0.22,less
0.791907,0.635248,0.443327,0.264662,0.5,0,0.536099,0.22,less
0.69,0.7,0.51409,0.326402,0.5,0,0.477242,0.22,less
0.69,0.7,0.512952,0.325938,0.5,0,0.51204,0.22,less
0.715425,0.706195,0.517033,0.32738,0.5,0,0.498454,0.225994,less
0.69,0.7,0.504553,0.333044,0.5,0,0.529284,0.22,less
0.710244,0.709985,0.518905,0.285609,0.5,0,0.469464,0.251682,less
0.729421,0.705067,0.512841,0.299447,0.5,0,0.489361,0.227812,less
0.432061,0.41968,0.516703,0.456338,0.5,0.725849,0.5,0.264108,less
0.442808,0.400575,0.489643,0.324361,0.5,0.512003,0.500423,0.237881,less
0.445179,0.434957,0.51435,0.366202,0.5,0.801491,0.503095,0.224468,less
0.442654,0.38971,0.482997,0.429903,0.5,0.770619,0.523153,0.233441,less
0.445851,0.519386,0.512384,0.31906,0.5,0.5,0.444548,0.238011,less
0.445999,0.471654,0.508956,0.264105,0.5,0.684812,0.509518,0.228058,less
0.541187,0.508236,0.465228,0.24355,0.5,0.83,0.522588,0.309283,less
0.434074,0.460074,0.482408,0.23022,0.5,0.83,0.529654,0.22,less
0.457833,0.419426,0.474485,0.216901,0.5,0.83,0.523101,0.330623,less
0.437344,0.380276,0.469912,0.239969,0.5,0.83,0.515637,0.22,less
0.479453,0.335026,0.530246,0.258344,0.5,0.83,0.536464,0.22,less
0.466529,0.289018,0.491619,0.227046,0.5,0.83,0.534019,0.22,less
0.722944,0.713799,0.400746,0.273404,0.5,0,0.478431,0.22,less
0.728018,0.720205,0.398783,0.279216,0.5,0,0.489619,0.22,less
0.752783,0.709928,0.361493,0.27,0.5,0,0.47699,0.22,less
0.769796,0.728698,0.377296,0.275514,0.5,0,0.487187,0.22,less
0.77726,0.708039,0.374442,0.255229,0.5,0,0.49,0.22,less
0.756801,0.708959,0.35981,0.262908,0.5,0,0.49,0.22,less
0.76517,0.786655,0.58,0.222889,0.5,0,0.487969,0.22,less
0.768797,0.78199,0.5721,0.241241,0.5,0,0.492357,0.22,less
0.78018,0.751725,0.547224,0.23,0.5,0,0.466657,0.22,less
0.796346,0.788913,0.541975,0.23,0.5,0,0.47772,0.22,less
0.763626,0.748263,0.540733,0.260754,0.5,0,0.498389,0.22,less
0.774853,0.780825,0.494731,0.23,0.5,0,0.47166,0.22,less
0.75158,0.83,0.43,0.249169,0.5,0,0.540791,0.22,less
0.711809,0.82492,0.428087,0.316761,0.5,0,0.548642,0.22,less
0.78143,0.817627,0.427726,0.279455,0.5,0,0.594728,0.22,less
0.721971,0.799609,0.413418,0.335461,0.5,0,0.544189,0.22,less
0.785324,0.828515,0.404836,0.309245,0.5,0,0.553978,0.240951,less
0.750285,0.83,0.43,0.252287,0.5,0,0.541957,0.22,less
0.714187,0.749655,0.566023,0.269732,1,0,0.567844,0.22,less
0.511647,0.700419,0.469645,0.190221,1,0,0.463627,0.22,less
0.79318,0.629615,0.517902,0.3229,1,0,0.534683,0.222197,less
0.84847,0.744135,0.542491,0.316286,1,0,0.53,0.226702,less
0.776098,0.753107,0.574312,0.382252,1,0,0.536357,0.22,less
0.473651,0.529859,0.53508,0.213283,1,0,0.518654,0.22,less
0.716676,0.667292,0.537562,0.28,0.5,0,0.506345,0.342238,less
0.721441,0.652449,0.513137,0.28,0.5,0,0.526595,0.362501,less
0.744739,0.68008,0.496441,0.164033,0.5,0,0.594564,0.4,less
0.749628,0.654527,0.483422,0.265617,0.5,0,0.579005,0.4,less
0.727899,0.716947,0.511345,0.28,0.5,0,0.56936,0.330009,less
0.724891,0.716967,0.501543,0.28,0.5,0,0.498918,0.379552,less
0.705623,0.560356,0.380826,0.27,0.5,0,0.52,0.22,less
0.699829,0.625901,0.37827,0.259532,0.5,0,0.535437,0.22,less
0.75975,0.641209,0.378784,0.269988,0.5,0,0.520666,0.22,less
0.69923,0.571978,0.391471,0.265279,0.5,0,0.512911,0.259649,less
0.75126,0.633222,0.376601,0.226056,0.5,0,0.532281,0.22,less
0.694151,0.614187,0.392634,0.278037,0.5,0,0.495157,0.22,less
0.338156,0.582396,0.536313,0.180407,0.5,0.811584,0.472203,0.22,less
0.389014,0.484079,0.584285,0.444336,0.5,0.5,0.45875,0.264677,less
0.380971,0.53,0.545047,0.211397,0.5,0.541636,0.486095,0.22,less
0.423401,0.53,0.54788,0.217416,0.5,0.568208,0.42977,0.22,less
0.390209,0.525671,0.595302,0.209916,0.5,0.758501,0.434609,0.22,less
0.441898,0.421734,0.513383,0.255113,0.5,0.5,0.483282,0.242018,less
0.82,0.771433,0.523816,0.23,0.5,0,0.46,0.22,less
0.81503,0.724773,0.485603,0.232363,0.5,0,0.50483,0.22,less
0.814875,0.724578,0.486988,0.232788,0.5,0,0.469541,0.22,less
0.785711,0.752174,0.488722,0.241549,0.5,0,0.483774,0.22,less
0.803003,0.7407,0.471625,0.208952,0.5,0,0.462159,0.22,less
0.814471,0.760374,0.47519,0.19763,0.5,0,0.481486,0.22,less
0.812623,0.737046,0.513166,0.236336,0.5,0,0.499028,0.22,less
0.790023,0.756673,0.555086,0.226723,0.5,0,0.483729,0.22,less
0.82,0.753515,0.507505,0.23,0.5,0,0.46,0.22,less
